Name,Team,Position,Year,Level,Age,FV,IDfg,Hit,Game,Raw,Spd,FB,SL,CMD,CB,CH,2022_Composite,2022_Rank,2022_Value,2023_Composite,2023_Rank,2023_Value,2024_Composite,2024_Rank,2024_Value,2025_Composite,2025_Rank,2025_Value,has_mlb
Carlos Jorge,CIN,CF,2025,A+,21.5,40+,nan,30/35,,,60/60,,,,,,,,,,,,,,,526.0,579.0,4500000.0,False
Jose Perdomo,ATL,3B,2025,CPX,18.5,40+,nan,25/50,,,40/40,,,,,,,,,,,,,,,321.0,313.0,5902500.0,False
Dylan Dreiling,TEX,LF,2025,A+,22.0,40+,nan,35/55,,,55/55,,,,,,,,,,,,,,,321.0,313.0,5902500.0,False
Jhonny Severino,PIT,SS,2025,A,20.4,40+,nan,30/40,,,60/60,,,,,,,,,,,,,,,260.0,264.0,6270000.0,False
Elian Peña,NYM,3B,2025,DSL,17.5,45,nan,25/50,,,40/30,,,,,,,,,,,,,,,209.5,227.0,17460000.0,False
Cooper Kinney,TBR,2B,2025,AA,22.2,45,nan,30/45,,,40/40,,,,,,,,,,,,,,,291.0,316.0,15680000.0,False
Kahlil Watson,CLE,CF,2025,AAA,22.0,45,nan,30/40,,,55/55,,,,,,,,,,,,,,,344.0,538.0,12000000.0,False
Jorge Quintana,MIL,3B,2025,CPX,18.0,40+,nan,20/45,,,45/45,,,,,,,,,,,,,,,520.0,577.0,4500000.0,False
Luis Baez,HOU,1B,2025,AA,21.2,40+,nan,30/35,,,40/40,,,,,,,,,,,,,,,120.0,168.0,6990000.0,False
Juan Tomas,CHC,SS,2025,DSL,17.3,40+,nan,20/35,,,60/60,,,,,,,,,,,,,,,483.0,665.0,4500000.0,False
JD Dix,ARI,SS,2025,A,19.5,40+,nan,20/45,,,45/45,,,,,,,,,,,,,,,293.5,289.0,6082500.0,False
Yandel Ricardo,KCR,3B,2025,A,18.5,40+,nan,20/45,,,50/40,,,,,,,,,,,,,,,554.0,610.0,4500000.0,False
Caleb Bonemer,CHW,3B,2025,A,19.5,40+,nan,20/45,,,40/40,,,,,,,,,,,,,,,253.5,260.0,6300000.0,False
Ethan Anderson,BAL,1B,2025,A+,21.5,40+,nan,35/55,,,30/30,,,,,,,,,,,,,,,390.5,368.0,5490000.0,False
PJ Morlando,MIA,LF,2025,A,19.9,40+,nan,30/45,,,45/45,,,,,,,,,,,,,,,166.25,188.0,6840000.0,False
Dominic Keegan,TBR,1B,2025,AAA,24.7,45,nan,35/40,,,40/30,,,,,,,,,,,,,,,265.3333333333333,315.0,15700000.0,False
Ralphy Velazquez,CLE,1B,2025,A+,19.8,45,nan,30/40,,,30/30,,,,,,,,,,,,,,,110.25,133.0,19340000.0,False
Hao-Yu Lee,DET,2B,2025,AAA,22.2,40+,nan,30/40,,,40/30,,,,,,,,,,,,,,,360.5,340.0,5700000.0,False
Brandon Winokur,MIN,RF,2025,A+,20.3,40+,nan,20/30,,,55/50,,,,,,,,,,,,,,,202.0,203.0,6727500.0,False
Tyson Lewis,CIN,SS,2025,CPX,19.2,40+,nan,20/40,,,70/70,,,,,,,,,,,,,,,209.0,222.0,6585000.0,False
Zach Dezenzo,HOU,LF,2025,MLB,24.9,40,nan,30/30,,,40/40,,,,,,,,,,,,,,,107.0,186.0,6855000.0,False
Mikey Romero,BOS,3B,2025,AA,21.2,45,nan,30/35,,,40/40,,,,,,,,,,,,,,,372.5,349.0,15020000.0,False
Eduardo Beltre,MIN,RF,2025,CPX,18.5,40+,nan,20/40,,,50/50,,,,,,,,,,,,,,,150.66666666666666,202.0,6735000.0,False
Druw Jones,ARI,CF,2025,A+,21.3,40+,nan,20/30,,,55/55,,,,,,,,,,,,,,,126.33333333333331,129.0,7282500.0,False
George Wolkow,CHW,1B,2025,A,19.2,40+,nan,20/20,,,45/40,,,,,,,,,,,,,,,247.5,256.0,6330000.0,False
Jesus Baez,NYM,3B,2025,A+,20.1,40+,nan,20/45,,,40/40,,,,,,,,,,,,,,,201.0,222.0,6585000.0,False
Roderick Arias,NYY,SS,2025,A,20.6,40+,nan,20/30,,,50/50,,,,,,,,,,,,,,,160.0,159.0,7057500.0,False
Kellon Lindsey,LAD,CF,2025,A,19.5,40+,nan,20/40,,,80/80,,,,,,,,,,,,,,,188.0,197.0,6772500.0,False
Robert Arias,CLE,CF,2025,CPX,18.6,40+,nan,25/65,,,60/60,,,,,,,,,,,,,,,522.0,451.0,4867500.0,False
Luis Cova,MIA,CF,2025,DSL,18.2,40+,nan,20/50,,,55/50,,,,,,,,,,,,,,,318.5,309.0,5932499.999999999,False
Cameron Cauley,TEX,SS,2025,AA,22.2,40+,nan,20/30,,,70/70,,,,,,,,,,,,,,,505.0,439.0,4957500.0,False
Shay Whitcomb,HOU,2B,2025,MLB,26.5,40,nan,40/40,,,55/55,,,,,,,,,,,,,,,209.0,226.0,6555000.0,False
Dario Laverde,LAA,C,2025,A,20.1,40,nan,20/45,,,20/20,,,,,,,,,,,,,,,445.0,525.0,4500000.0,False
Ayden Johnson,ATH,3B,2025,DSL,17.1,40,nan,20/40,,,50/50,,,,,,,,,,,,,,,468.0,413.0,5152500.0,False
Yoeilin Cespedes,BOS,2B,2025,A,19.6,45,nan,30/45,,,40/40,,,,,,,,,,,,,,,108.5,125.0,19500000.0,False
Payton Eeles,MIN,2B,2025,AAA,25.4,40+,nan,50/55,,,60/60,,,,,,,,,,,,,,,369.0,346.0,5655000.0,False
Zac Veen,COL,RF,2025,AAA,23.3,40+,nan,30/40,,,70/70,,,,,,,,,,,,,,,88.0,97.0,7740000.0,False
Joswa Lugo,LAA,SS,2025,CPX,18.2,40,nan,20/40,,,60/60,,,,,,,,,,,,,,,233.5,244.0,6420000.0,False
Shotaro Morii,ATH,TWP,2025,CPX,18.3,40,nan,20/45,,,45/45,,,,,,,,,,,,,,,277.0,496.0,4530000.0,False
Jadher Areinamo,MIL,2B,2025,A+,21.3,40+,nan,35/60,,,45/45,,,,,,,,,,,,,,,456.5,403.0,5227500.000000001,False
Kyle DeBarge,MIN,SS,2025,A+,21.7,40+,nan,35/55,,,60/60,,,,,,,,,,,,,,,332.5,322.0,5835000.0,False
Thomas Saggese,STL,SS,2025,MLB,23.0,40+,nan,45/50,,,60/60,,,,,,,,,,,,,,,177.66666666666666,193.0,6802500.0,False
Ruben Castillo,NYY,CF,2025,DSL,17.2,40+,nan,20/40,,,60/60,,,,,,,,,,,,,,,512.0,679.0,4500000.0,False
Jacob Cozart,CLE,C,2025,A+,22.2,40+,nan,20/20,,,30/30,,,,,,,,,,,,,,,469.5,414.0,5145000.0,False
Jared Serna,MIA,SS,2025,AA,22.8,40+,nan,35/45,,,60/60,,,,,,,,,,,,,,,325.5,317.0,5872499.999999999,False
Cole Carrigg,COL,CF,2025,AA,22.9,40+,nan,30/40,,,55/55,,,,,,,,,,,,,,,86.42857142857143,92.0,8040000.000000001,False
Ben Williamson,SEA,3B,2025,MLB,24.4,40,nan,45/45,,,55/55,,,,,,,,,,,,,,,434.0,618.0,4500000.0,False
Jonathon Long,CHC,1B,2025,AAA,23.2,40,nan,30/40,,,40/40,,,,,,,,,,,,,,,353.5,336.0,5730000.0,False
Gabriel Davalillo,LAA,C,2025,DSL,17.4,40,nan,20/30,,,30/30,,,,,,,,,,,,,,,450.0,632.0,4500000.0,False
Dameury  Pena,MIN,2B,2025,A,19.6,40+,nan,25/60,,,45/45,,,,,,,,,,,,,,,563.0,620.0,4500000.0,False
Justin Foscue,TEX,1B,2025,AAA,26.1,40+,nan,55/60,,,30/30,,,,,,,,,,,,,,,258.0,400.0,5250000.0,False
Kevin Bazzell,WSN,C,2025,A,22.0,40,nan,35/50,,,30/30,,,,,,,,,,,,,,,502.0,671.0,4500000.0,False
Cole Mathis,CHC,1B,2025,A,21.7,40,nan,35/55,,,50/45,,,,,,,,,,,,,,,366.5,344.0,5670000.0,False
Yassel Soler,ARI,3B,2025,A,19.2,40,nan,25/50,,,40/40,,,,,,,,,,,,,,,335.0,323.0,5827500.0,False
Jud Fabian,BAL,CF,2025,A+,24.5,40+,nan,20/30,,,60/60,,,,,,,,,,,,,,,456.5,403.0,5227500.000000001,False
Johan De Los Santos,PIT,CF,2025,DSL,16.7,40+,nan,20/40,,,80/80,,,,,,,,,,,,,,,504.0,438.0,4964999.999999999,False
Warren Calcaño,KCR,SS,2025,DSL,17.5,40,nan,20/50,,,50/60,,,,,,,,,,,,,,,506.0,673.0,4500000.0,False
Jeral Perez,CHW,2B,2025,A+,20.4,40,nan,40/45,,,45/45,,,,,,,,,,,,,,,320.0,310.0,5925000.0,False
Aidan Smith,TBR,CF,2025,A+,20.7,40+,nan,30/40,,,60/60,,,,,,,,,,,,,,,64.0,84.0,8520000.0,False
Kavares Tears,SDP,RF,2025,A,22.6,40,nan,30/35,,,50/50,,,,,,,,,,,,,,,471.5,415.0,5137500.0,False
Gage Workman,CHC,3B,2025,AAA,25.4,40,nan,20/20,,,55/55,,,,,,,,,,,,,,,475.0,417.0,5122500.0,False
Rafael Flores,NYY,C,2025,AAA,24.4,40,nan,30/30,,,40/40,,,,,,,,,,,,,,,352.0,335.0,5737500.0,False
Alejandro Osuna,TEX,CF,2025,AA,22.5,40,nan,30/40,,,50/50,,,,,,,,,,,,,,,215.66666666666663,257.0,6322500.0,False
Drew Romo,COL,C,2025,AAA,23.6,40,nan,40/50,,,40/40,,,,,,,,,,,,,,,299.0,295.0,6037499.999999999,False
Caleb Durbin,MIL,3B,2025,MLB,25.1,40,nan,60/60,,,60/60,,,,,,,,,,,,,,,151.75,175.0,6937500.0,False
Tyler Locklear,SEA,1B,2025,AAA,24.4,40,nan,40/45,,,30/30,,,,,,,,,,,,,,,141.75,160.0,7050000.0,False
Javier Vaz,KCR,2B,2025,AA,24.5,40,nan,50/60,,,60/60,,,,,,,,,,,,,,,517.0,573.0,4500000.0,False
Everson Pereira,NYY,CF,2025,AAA,24.0,40,nan,30/30,,,60/50,,,,,,,,,,,,,,,299.5,296.0,6030000.0,False
Deyvison De Los Santos,MIA,DH,2025,AAA,21.8,40,nan,30/35,,,40/30,,,,,,,,,,,,,,,87.6,109.0,7432500.0,False
Devin Saltiban,PHI,CF,2025,A+,20.1,35+,nan,20/30,,,60/60,,,,,,,,,,,,,,,416.0,600.0,1500000.0,False
Miguel Bleis,BOS,CF,2025,A+,21.1,40,nan,30/35,,,60/60,,,,,,,,,,,,,,,231.5,240.0,6450000.0,False
Max Anderson,DET,2B,2025,AA,23.1,40,nan,30/35,,,50/50,,,,,,,,,,,,,,,537.0,593.0,4500000.0,False
Mike Boeve,MIL,3B,2025,AA,22.9,40,nan,45/55,,,40/40,,,,,,,,,,,,,,,231.66666666666663,248.0,6390000.0,False
Nate Furman,SFG,2B,2025,CPX,23.7,40,nan,55/60,,,60/60,,,,,,,,,,,,,,,558.0,614.0,4500000.0,False
John Gil,ATL,SS,2025,CPX,18.9,40,nan,20/40,,,60/60,,,,,,,,,,,,,,,251.0,480.0,4650000.0,False
Harold Rivas,BOS,CF,2025,DSL,16.9,40,nan,20/40,,,60/60,,,,,,,,,,,,,,,425.0,608.0,4500000.0,False
Luke Adams,MIL,1B,2025,AA,20.9,40,nan,45/55,,,30/30,,,,,,,,,,,,,,,167.0,172.0,6959999.999999999,False
Juan Cabada,CHC,SS,2025,DSL,16.9,40,nan,25/55,,,55/55,,,,,,,,,,,,,,,401.0,493.0,4552500.0,False
Jared Thomas,COL,LF,2025,AA,21.8,40,nan,30/40,,,50/50,,,,,,,,,,,,,,,264.5,267.0,6247500.0,False
Billy Cook,PIT,CF,2025,AAA,26.2,40,nan,30/35,,,70/70,,,,,,,,,,,,,,,487.0,423.0,5077499.999999999,False
Juan Sanchez,TOR,SS,2025,DSL,17.5,40,nan,20/40,,,40/40,,,,,,,,,,,,,,,474.0,659.0,4500000.0,False
Roberto Campos,DET,RF,2025,AA,21.8,40,nan,30/45,,,50/50,,,,,,,,,,,,,,,599.0,656.0,4500000.0,False
Chase Davis,STL,CF,2025,AA,23.3,40,nan,30/45,,,50/50,,,,,,,,,,,,,,,192.3333333333333,213.0,6652500.0,False
Javier Sanoja,MIA,CF,2025,MLB,22.6,40,nan,50/60,,,60/60,,,,,,,,,,,,,,,407.5,383.0,5377500.0,False
Jack Brannigan,PIT,SS,2025,AA,24.1,40,nan,30/40,,,50/50,,,,,,,,,,,,,,,322.0,529.0,4500000.0,False
Kala'i Rosario,MIN,RF,2025,AA,22.7,40,nan,30/35,,,50/45,,,,,,,,,,,,,,,351.0,544.0,4500000.0,False
Jacob Gonzalez,CHW,SS,2025,AA,22.8,40,nan,30/40,,,40/40,,,,,,,,,,,,,,,346.6666666666667,383.0,5377500.0,False
Daniel Susac,ATH,C,2025,AAA,23.9,40,nan,30/35,,,30/30,,,,,,,,,,,,,,,394.5,372.0,5460000.0,False
Cristian Hernandez,CHC,SS,2025,A+,21.3,35+,nan,20/30,,,55/55,,,,,,,,,,,,,,,431.0,515.0,1500000.0,False
Samuel Zavala,CHW,CF,2025,A+,20.7,40,nan,20/35,,,50/50,,,,,,,,,,,,,,,441.5,399.0,5257500.0,False
Daiverson Gutierrez,NYM,C,2025,A,19.6,40,nan,20/40,,,30/30,,,,,,,,,,,,,,,574.0,628.0,4500000.0,False
Émilien Pitre,TBR,2B,2025,A+,22.5,40,nan,35/55,,,50/50,,,,,,,,,,,,,,,487.5,425.0,5062500.0,False
Fernando Cruz,CHC,SS,2025,CPX,18.4,35+,nan,20/40,,,60/60,,,,,,,,,,,,,,,550.0,606.0,1500000.0,False
Lisbel Diaz,SFG,RF,2025,A,19.7,35+,nan,20/40,,,50/50,,,,,,,,,,,,,,,428.0,396.0,1760000.0,False
Blaze Jordan,BOS,1B,2025,AAA,22.3,40,nan,35/50,,,30/30,,,,,,,,,,,,,,,490.0,667.0,4500000.0,False
Kenny Fenelon,MIL,CF,2025,DSL,17.5,40,nan,20/40,,,60/60,,,,,,,,,,,,,,,314.0,522.0,4500000.0,False
Mani Cedeno,NYY,SS,2025,DSL,16.6,40,nan,20/50,,,50/50,,,,,,,,,,,,,,,457.0,405.0,5212500.000000001,False
Kendall George,LAD,CF,2025,A+,20.4,40,nan,30/40,,,70/70,,,,,,,,,,,,,,,377.0,564.0,4500000.0,False
George Valera,CLE,RF,2025,AAA,24.4,40,nan,30/30,,,45/45,,,,,,,,,,,,,,,349.0,543.0,4500000.0,False
Stiven Martinez,BAL,RF,2025,CPX,17.6,40,nan,20/40,,,40/40,,,,,,,,,,,,,,,517.5,449.0,4882500.0,False
Jakob Marsee,MIA,LF,2025,AAA,23.8,40,nan,45/50,,,60/60,,,,,,,,,,,,,,,235.5,442.0,4934999.999999999,False
Paulino Santana,TEX,RF,2025,CPX,18.4,40,nan,20/40,,,55/55,,,,,,,,,,,,,,,196.3333333333333,232.0,6510000.0,False
Keiner Delgado,PIT,SS,2025,A+,21.2,40,nan,20/40,,,60/60,,,,,,,,,,,,,,,583.0,639.0,4500000.0,False
Franyerber Montilla,DET,SS,2025,A,20.0,35+,nan,30/45,,,55/55,,,,,,,,,,,,,,,480.5,420.0,1699999.9999999998,False
Eli Lovich,CHC,RF,2025,A,19.7,35+,nan,20/45,,,40/40,,,,,,,,,,,,,,,495.0,668.0,1500000.0,False
Colby Thomas,ATH,LF,2025,MLB,24.2,35+,nan,20/30,,,50/50,,,,,,,,,,,,,,,75.0,103.0,2492500.0,False
Will Simpson,TBR,1B,2025,AA,23.6,40,nan,35/45,,,30/30,,,,,,,,,,,,,,,376.5,353.0,5602500.0,False
Mike Sirota,LAD,CF,2025,A+,21.8,40,nan,30/40,,,60/60,,,,,,,,,,,,,,,371.5,348.0,5640000.0,False
Johnathan Rodríguez,CLE,RF,2025,MLB,25.4,40,nan,30/30,,,40/40,,,,,,,,,,,,,,,260.6666666666667,252.0,6360000.0,False
Ty Southisene,CHC,SS,2025,A,19.7,35+,nan,20/40,,,60/60,,,,,,,,,,,,,,,476.5,418.0,1704999.9999999998,False
Henry Bolte,ATH,RF,2025,AAA,21.7,35+,nan,20/30,,,80/80,,,,,,,,,,,,,,,164.0,198.0,2255000.0,False
Alfonsin Rosario,CLE,RF,2025,A+,20.8,40,nan,20/30,,,45/45,,,,,,,,,,,,,,,395.0,491.0,4567500.0,False
Cobb Hightower,SDP,SS,2025,A,20.1,35+,nan,30/50,,,60/60,,,,,,,,,,,,,,,406.5,382.0,1795000.0,False
Angel Feliz,WSN,3B,2025,CPX,18.4,35+,nan,25/55,,,40/40,,,,,,,,,,,,,,,323.0,507.0,1500000.0,False
Ronny Cruz,CHC,SS,2025,CPX,18.6,35+,nan,20/35,,,45/40,,,,,,,,,,,,,,,510.0,443.0,1642500.0,False
Carson DeMartini,PHI,3B,2025,AA,22.3,35+,nan,20/30,,,40/40,,,,,,,,,,,,,,,397.0,375.0,1812500.0,False
Zach Ehrhard,BOS,RF,2025,AA,22.2,40,nan,30/40,,,55/55,,,,,,,,,,,,,,,543.0,600.0,4500000.0,False
Tyler Black,MIL,1B,2025,MLB,24.7,40,nan,50/50,,,60/60,,,,,,,,,,,,,,,161.66666666666666,185.0,6862500.0,False
Elian De La Cruz,ARI,RF,2025,DSL,17.5,40,nan,20/40,,,40/40,,,,,,,,,,,,,,,507.0,674.0,4500000.0,False
Dylan Beavers,BAL,CF,2025,AAA,23.6,40,nan,30/50,,,55/55,,,,,,,,,,,,,,,106.5,153.0,7102500.0,False
Kemp Alderman,MIA,LF,2025,AA,22.6,40,nan,20/30,,,30/30,,,,,,,,,,,,,,,402.0,494.0,4544999.999999999,False
Kale Fountain,SDP,3B,2025,A,19.6,35+,nan,20/35,,,40/40,,,,,,,,,,,,,,,225.0,216.0,2210000.0,False
Brayan Cortesia,WSN,SS,2025,DSL,17.4,35+,nan,20/45,,,45/45,,,,,,,,,,,,,,,516.0,448.0,1629999.9999999998,False
Zach Cole,HOU,CF,2025,AA,24.7,35+,nan,30/35,,,60/60,,,,,,,,,,,,,,,576.0,631.0,1500000.0,False
Wilfri De La Cruz,CHC,3B,2025,DSL,17.5,35+,nan,20/45,,,40/40,,,,,,,,,,,,,,,464.0,410.0,1724999.9999999998,False
Luis Guanipa,ATL,CF,2025,A,19.3,35+,nan,20/45,,,60/60,,,,,,,,,,,,,,,455.0,402.0,1745000.0,False
Yophery Rodriguez,BOS,CF,2025,A+,19.3,40,nan,25/45,,,60/60,,,,,,,,,,,,,,,197.0,182.0,6884999.999999999,False
Brock Wilken,MIL,3B,2025,AA,22.8,40,nan,30/35,,,40/40,,,,,,,,,,,,,,,116.33333333333331,152.0,7110000.0,False
Creed Willems,BAL,C,2025,AA,21.8,40,nan,30/35,,,20/20,,,,,,,,,,,,,,,386.0,364.0,5520000.0,False
Andres Valor,MIA,CF,2025,A,19.4,40,nan,20/35,,,50/50,,,,,,,,,,,,,,,401.5,379.0,5407500.0,False
Blake Burke,MIL,1B,2025,A+,21.8,40,nan,30/40,,,20/20,,,,,,,,,,,,,,,280.5,282.0,6135000.0,False
Matthew Lugo,LAA,LF,2025,AAA,23.9,35+,nan,30/40,,,55/55,,,,,,,,,,,,,,,171.0,201.0,2247500.0,False
Eric Bitonti,MIL,1B,2025,A,19.4,40,nan,20/35,,,40/30,,,,,,,,,,,,,,,96.5,122.0,7335000.0,False
Maykel Coret,TBR,RF,2025,DSL,17.5,40,nan,20/30,,,55/55,,,,,,,,,,,,,,,385.5,363.0,5527500.0,False
Dillon Head,MIA,CF,2025,A,20.5,40,nan,30/50,,,70/70,,,,,,,,,,,,,,,449.0,401.0,5242500.000000001,False
Charles McAdoo,TOR,3B,2025,AA,23.1,35+,nan,30/35,,,40/40,,,,,,,,,,,,,,,301.5,298.0,2005000.0,False
Daiber De Los Santos,MIN,SS,2025,CPX,18.5,35+,nan,20/40,,,60/60,,,,,,,,,,,,,,,438.0,621.0,1500000.0,False
Abimelec  Ortiz,TEX,1B,2025,AA,23.1,35+,nan,35/40,,,20/20,,,,,,,,,,,,,,,220.75,230.0,2175000.0,False
Eddie Rynders,PIT,3B,2025,CPX,19.4,35+,nan,20/45,,,50/50,,,,,,,,,,,,,,,370.0,560.0,1500000.0,False
José Anderson,MIL,RF,2025,A,18.3,40,nan,20/40,,,40/40,,,,,,,,,,,,,,,505.0,672.0,4500000.0,False
Tavian Josenberger,BAL,CF,2025,AA,23.4,40,nan,40/55,,,55/55,,,,,,,,,,,,,,,511.0,567.0,4500000.0,False
Graham Pauley,MIA,3B,2025,MLB,24.5,40,nan,40/50,,,40/40,,,,,,,,,,,,,,,473.0,540.0,4500000.0,False
Yohandy Morales,WSN,1B,2025,AAA,23.5,35+,nan,30/35,,,45/40,,,,,,,,,,,,,,,300.5,297.0,2007500.0,False
Wilfred Veras,CHW,RF,2025,AA,22.4,35+,nan,30/30,,,40/40,,,,,,,,,,,,,,,225.0,469.0,1577500.0,False
Jorbit Vivas,NYY,2B,2025,MLB,24.1,35+,nan,50/50,,,50/50,,,,,,,,,,,,,,,427.0,510.0,1500000.0,False
Sammy Siani,PIT,RF,2025,AA,24.3,35+,nan,50/50,,,55/55,,,,,,,,,,,,,,,487.0,551.0,1500000.0,False
Raymer Medina,TBR,2B,2025,DSL,17.4,40,nan,25/50,,,50/50,,,,,,,,,,,,,,,476.0,661.0,4500000.0,False
Axiel Plaz,PIT,C,2025,A,19.6,35+,nan,20/30,,,20/20,,,,,,,,,,,,,,,500.0,670.0,1500000.0,False
Braylin  Morel,TEX,RF,2025,CPX,19.2,35+,nan,20/40,,,40/30,,,,,,,,,,,,,,,180.5,211.0,2222500.0,False
Ryan Ritter,COL,SS,2025,MLB,24.4,35+,nan,30/30,,,50/50,,,,,,,,,,,,,,,425.0,509.0,1500000.0,False
Yasser Mercedes,MIN,RF,2025,A,20.4,35+,nan,20/30,,,55/50,,,,,,,,,,,,,,,466.5,412.0,1719999.9999999998,False
Tytus Cissell,ARI,SS,2025,CPX,19.0,35+,nan,20/40,,,55/55,,,,,,,,,,,,,,,366.0,342.0,1895000.0,False
Travis Honeyman,STL,CF,2025,A+,23.5,35+,nan,30/45,,,55/55,,,,,,,,,,,,,,,283.0,453.0,1617500.0,False
Cooper Bowman,ATH,CF,2025,AAA,25.2,35+,nan,40/45,,,60/60,,,,,,,,,,,,,,,458.0,406.0,1734999.9999999998,False
Ricardo Olivar,MIN,C,2025,AA,23.6,35+,nan,35/40,,,40/40,,,,,,,,,,,,,,,580.0,636.0,1500000.0,False
Kyle Karros,COL,3B,2025,AAA,22.7,35+,nan,30/40,,,30/30,,,,,,,,,,,,,,,278.6666666666667,303.0,1992500.0,False
José Peña,BAL,SS,2025,DSL,16.6,40,nan,20/45,,,60/60,,,,,,,,,,,,,,,441.0,624.0,4500000.0,False
Carson Rucker,DET,3B,2025,A,20.6,35+,nan,20/40,,,40/40,,,,,,,,,,,,,,,587.0,642.0,1500000.0,False
Billy Amick,MIN,3B,2025,A+,22.4,35+,nan,20/30,,,45/45,,,,,,,,,,,,,,,266.5,269.0,2077500.0,False
Myles Naylor,ATH,3B,2025,A,20.0,35+,nan,20/40,,,40/40,,,,,,,,,,,,,,,594.0,649.0,1500000.0,False
Carlos Taveras,WSN,1B,2025,A,19.5,35+,nan,20/35,,,40/40,,,,,,,,,,,,,,,508.0,675.0,1500000.0,False
Liberts Aponte,CIN,SS,2025,DSL,17.4,35+,nan,20/40,,,55/55,,,,,,,,,,,,,,,510.0,677.0,1500000.0,False
Ching-Hsien Ko,LAD,RF,2025,CPX,18.6,35+,nan,20/40,,,50/50,,,,,,,,,,,,,,,473.0,657.0,1500000.0,False
Alejandro Cruz,CHW,3B,2025,DSL,18.2,35+,nan,20/40,,,40/40,,,,,,,,,,,,,,,424.0,607.0,1500000.0,False
Chase Harlan,LAD,3B,2025,CPX,18.7,35+,nan,20/30,,,40/40,,,,,,,,,,,,,,,372.5,349.0,1877500.0,False
Jeremy Rodriguez,NYM,SS,2025,A,18.7,35+,nan,25/50,,,50/50,,,,,,,,,,,,,,,229.66666666666663,241.0,2147500.0,False
Carter Johnson,MIA,SS,2025,A,19.1,35+,nan,25/60,,,45/45,,,,,,,,,,,,,,,344.0,330.0,1925000.0,False
Colton Ledbetter,TBR,CF,2025,AA,23.4,35+,nan,20/30,,,50/50,,,,,,,,,,,,,,,296.3333333333333,321.0,1947500.0,False
Mac Horvath,TBR,CF,2025,A+,23.2,35+,nan,30/40,,,60/60,,,,,,,,,,,,,,,358.0,339.0,1902500.0,False
Roki Sasaki,LAD,SP,2025,MLB,23.4,65,nan,,,,,45/55,55/60,40/50,,,,,,,,,,,,1.3333333333333333,34.0,76800000.0,False
Andrew Painter,PHI,SP,2025,AAA,22.0,60,nan,,,,,60/70,55/60,50/60,55/60,40/50,,,,,,,,,,12.76923076923077,7.0,70080000.0,False
Jackson Jobe,DET,SP,2025,MLB,22.7,60,nan,,,,,60/60,50/50,50/60,55/60,55/60,,,,,,,,,,9.416666666666666,17.0,66880000.00000001,False
Chase Dollander,COL,SP,2025,CPX,23.4,55,nan,,,,,60/60,50/55,45/60,50/50,45/55,,,,,,,,,,40.15384615384615,31.0,58500000.0,False
Bubba Chandler,PIT,SP,2025,AAA,22.5,55,nan,,,,,60/60,50/55,40/50,,55/70,,,,,,,,,,21.692307692307693,16.0,63000000.00000001,False
Chase Burns,CIN,SP,2025,MLB,22.2,55,nan,,,,,70/70,60/70,30/45,50/55,40/45,,,,,,,,,,32.53846153846154,30.0,58800000.0,False
Jacob Misiorowski,MIL,SP,2025,MLB,23.0,55,nan,,,,,70/70,,40/45,60/60,,,,,,,,,,,72.23076923076923,63.0,48900000.0,False
Noah Schultz,CHW,SP,2025,AAA,21.7,55,nan,,,,,45/50,70/80,45/60,,30/40,,,,,,,,,,17.76923076923077,11.0,64500000.0,False
Travis Sykora,WSN,SP,2025,AA,20.9,55,nan,,,,,60/60,55/60,45/55,,,,,,,,,,,,62.07692307692308,50.0,52800000.0,False
Jarlin Susana,WSN,SP,2025,A+,21.0,55,nan,,,,,60/65,70/80,30/45,,30/45,,,,,,,,,,58.84615384615385,49.0,53100000.0,False
AJ Smith-Shawver,ATL,SP,2025,MLB,22.4,50,nan,,,,,60/60,40/45,40/50,50/50,55/60,,,,,,,,,,90.6,111.0,27197500.0,False
Quinn Mathews,STL,SP,2025,AAA,24.5,50,nan,,,,,50/55,50/55,45/60,45/45,60/60,,,,,,,,,,46.15384615384615,36.0,41800000.0,False
Brandon Sproat,NYM,SP,2025,AAA,24.5,50,nan,,,,,60/60,50/60,40/50,45/45,50/60,,,,,,,,,,50.69230769230769,42.0,40480000.0,False
Chase Petty,CIN,SP,2025,AAA,22.0,50,nan,,,,,60/60,40/45,40/50,,40/50,,,,,,,,,,136.4,157.0,25932500.0,False
Cade Horton,CHC,SP,2025,MLB,23.6,50,nan,,,,,45/45,60/60,40/50,50/50,50/60,,,,,,,,,,62.15384615384615,52.0,38280000.0,False
Jackson Ferris,LAD,SP,2025,AA,21.2,50,nan,,,,,55/60,50/55,40/50,50/55,40/50,,,,,,,,,,87.1,86.0,30800000.000000004,False
Hagen Smith,CHW,SP,2025,AA,21.6,50,nan,,,,,60/60,70/70,20/45,,40/45,,,,,,,,,,42.92307692307692,38.0,41360000.0,False
Thomas White,MIA,SP,2025,AA,20.5,50,nan,,,,,60/60,55/60,40/45,,45/55,,,,,,,,,,54.61538461538461,44.0,40040000.0,False
Parker Messick,CLE,SP,2025,AAA,24.4,50,nan,,,,,50/50,45/45,50/55,45/45,60/70,,,,,,,,,,160.25,209.0,24502500.0,False
Rhett Lowder,CIN,SP,2025,MLB,23.1,50,nan,,,,,55/55,55/60,45/50,,50/50,,,,,,,,,,55.91666666666666,60.0,36520000.0,False
